id,title,release_date,overview,tagline,runtime,genres,origin_country,rating,revenue,budget,vote_average,vote_count
635750,High K,2000-05-04,"Coco, a 17-year-old who has lost her mother, has become withdrawn and unable to get along with her long-estranged divorced father. As an anti-black group, Uncle Blade neglects the way of communication and only takes strict control to make Coco more rebellious, drifting around nightclubs and sinking into the sea of poison. She knows Arrow, a justice figure rare in the underworld. Unfortunately, everyone in the world wants to break them up. They wanted to turn around but were chased by the new big man, Arrow was killed, Coco was gang raped. It's too late for the blade to know how to care for her daughter. Only with blood can she be taught to return to the right path.",,86,Crime,,0.0,0,0,0.0,0
1157064,Clothesline Patch,2000-01-01,"Clothesline Patch is the story of a young girl trying to keep a secret in a small Newfoundland outport (c. 1966), an unlikely setting for keeping secrets. The central focus is the clothesline patch, the communal clearing where washing is set out to dry. It is also the place where gossip is shared. Hannah is determined that her secret of becoming a woman must never reach the clothesline patch. To ensure this, she goes to extraordinary lengths to hide the fact that she has entered puberty, sometimes with amusing results.",,23,Drama,,0.0,0,0,0.0,0
53105,Merlin: The Return,2000-12-22,"When Merlin cast a positive spell to protect the knights of the Round Table, he used ancient magic drawing on the power of Stonehenge, and the knights were put into a sort of suspended animation. The evil Morgana and her son Mordred were banished into another world for 1500 years, but a 20th-century scientist finds a gateway, and the dark lord has a vicious scheme to enslave King Arthur's world.",,90,"Family, Fantasy, Science Fiction, Adventure",,5.1,0,0,5.1,57
220081,A Deadly Compromise,2000-01-01,"In Genoa, Anna Merisi, the wife of the unconventional professor of the local university Paolo Merisi, decides to hire a babysitter for their son because she wants to work again to help to pay for their bills. Meanwhile, the deranged Caterina, who has just left a clinic, gets the Merisi family address and lies telling that she was sent by the agency. When Paolo sees her, he recalls that Caterina was his former student and they had an affair two years ago, but his wife is very connected to Caterina and he has no chance to fire her. When Caterina jeopardizes his marriage and his family, Paolo discloses his past to Anna. But Caterina does not want to give up on Paolo.",,0,Thriller,,0.0,0,0,0.0,0
154299,Juliet in Love,2000-03-02,"Francis Ng is Jordan, a low level triad who finds himself strangely attracted to divorced restaurant hostess Juliet, who’s had a mastectomy and has since retreated into a shell. Through coincidence, the two form a makeshift family with the child of a triad boss who’s after Jordan for some dough.",,89,"Romance, Drama",,6.7,0,0,6.7,16
121979,Mummy Dearest: A Horror Tradition Unearthed,2000-08-29,Documentary featured on the Classic Monster Collection and Monster Legacy Collection for The Mummy (1932).,,30,Documentary,US,7.0,0,0,7.0,12
632682,Miles Apart,2000-06-15,Miles Ma is made to look like he raped and beat a girl to keep him from investigating a Triad boss.,,116,"Drama, Drama",,5.0,0,0,5.0,1
1241246,Children in War,2000-01-01,"Examining the effects of war and terrorism on the children of Bosnia, Israel, Rwanda and Northern Ireland, this story is told by the children. These children have witnessed horrific war crimes and suffered the loss of family and home, or they have become politicized combatants willing to take part in the conflict. Art therapy is used as a means of having the children express themselves to cope with the trauma of war, and the pictures that are drawn by these children are as sad as the stories of their countries’ conflicts. Using images of war rarely seen, this film sheds light on the terrifying trend of combatants deliberately targeting civilians, including children.",,116,Documentary,,0.0,0,0,0.0,0
1831,The Next Best Thing,2000-03-03,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",Best friends make the best mistakes,108,"Comedy, Drama, Romance","US, US",5.3,24362772,25000000,5.3,192
10689,Now or Never,2000-11-17,"Three elderly ladies, Carla, Lilli and Meta, who, after their hard earned holiday money is stolen by bank robbers, decide to steal from their local bank. Along the way their are romances, arguments and a few other unexpected surprises.",,90,Comedy,DE,6.0,0,0,6.0,8
